Facility Name,Year,Census,Boarded Out,Boarded In,in-House Census,Sentenced,Civil,Federal,Technical Parole Violators,State Readies,Other Unsentenced
Westchester County Annex,2007,62,0,0,62,7,0,7,4,0,44
Westchester County Annex,2006,60,0,0,60,6,0,1,1,0,51
Westchester County Annex,2005,41,0,0,41,4,0,0,1,0,36
Westchester County Annex,2004,59,0,1,60,20,0,2,1,1,35
Westchester County Annex,2003,120,0,1,121,39,0,6,2,1,73
Westchester County Annex,2002,131,0,0,131,45,0,8,3,1,74
Westchester County Annex,2001,116,0,2,117,41,0,6,2,1,67
Westchester County Annex,2000,114,0,3,118,43,0,8,4,1,61
Westchester County Annex,1999,130,2,2,130,51,0,9,4,4,62
Westchester County Annex,1998,133,2,2,133,49,0,7,6,2,69
Westchester County Annex,1997,134,2,1,133,56,0,6,4,2,66
Westchester County Jail,2019,511,4,6,513,82,0,48,23,7,353
Westchester County Jail,2018,633,3,7,637,95,0,70,32,7,432
Westchester County Jail,2017,623,2,7,628,99,0,69,26,8,426
Westchester County Jail,2016,634,3,9,640,122,0,67,37,6,409
Westchester County Jail,2015,674,1,7,681,144,0,76,44,7,409
Westchester County Jail,2014,737,2,9,744,162,0,86,42,8,445
Westchester County Jail,2013,753,3,10,761,149,0,114,44,9,443
Westchester County Jail,2012,770,3,11,778,155,0,144,38,8,434
Westchester County Jail,2011,870,6,6,870,193,0,154,37,9,477
Westchester County Jail,2010,801,5,4,801,136,0,176,32,8,449
Westchester County Jail,2009,789,24,7,772,133,0,123,31,8,477
Westchester County Jail,2008,811,25,7,793,158,0,114,35,10,477
Westchester County Jail,2007,793,22,9,780,150,0,114,37,13,466
Westchester County Jail,2006,866,19,10,858,168,0,128,42,15,504
Westchester County Jail,2005,898,21,9,886,163,0,150,40,16,517
Westchester County Jail,2004,836,20,11,827,117,0,114,38,14,544
Westchester County Jail,2003,835,18,9,826,99,0,92,35,19,582
Westchester County Jail,2002,839,28,6,817,118,0,80,51,22,546
Westchester County Jail,2001,811,29,7,788,150,0,68,44,22,504
Westchester County Jail,2000,801,27,5,778,165,0,93,44,31,445
Westchester County Jail,1999,840,30,7,818,162,0,104,54,49,450
Westchester County Jail,1998,849,32,13,831,118,0,193,30,29,461
Westchester County Jail,1997,855,29,10,836,92,0,171,33,21,520
Westchester County Pen,2019,337,0,0,338,73,0,69,9,3,185
Westchester County Pen,2018,316,0,0,316,87,0,35,10,3,183
Westchester County Pen,2017,336,0,2,338,100,0,30,11,2,195
Westchester County Pen,2016,315,0,2,316,104,0,22,11,2,177
Westchester County Pen,2015,336,0,1,337,127,0,12,13,2,183
Westchester County Pen,2014,375,0,0,375,162,0,1,8,1,203
Westchester County Pen,2013,459,0,0,460,199,0,21,17,2,221
Westchester County Pen,2012,567,0,0,567,220,0,46,21,4,275
Westchester County Pen,2011,563,0,0,563,213,0,48,19,5,278
Westchester County Pen,2010,581,0,0,581,211,0,0,26,4,340
Westchester County Pen,2009,608,1,1,608,224,0,1,26,4,352
Westchester County Pen,2008,621,3,0,618,249,0,1,30,6,332
Westchester County Pen,2007,626,3,0,623,260,0,1,33,5,324
Westchester County Pen,2006,551,2,0,549,235,0,1,29,5,280
Westchester County Pen,2005,546,0,0,546,245,0,0,31,3,267
Westchester County Pen,2004,508,0,0,508,255,0,1,26,2,224
Westchester County Pen,2003,430,0,0,430,203,0,0,14,0,212
Westchester County Pen,2002,390,0,0,390,205,0,0,13,1,172
Westchester County Pen,2001,320,0,0,320,184,0,0,13,1,122
Westchester County Pen,2000,331,0,0,331,190,0,0,14,1,126
Westchester County Pen,1999,414,2,0,412,196,0,0,25,0,191
Westchester County Pen,1998,476,5,0,472,218,0,0,34,1,219
Westchester County Pen,1997,447,4,1,444,263,0,0,24,2,155
Wyoming County Jail,2019,42,1,9,50,14,0,0,2,1,33
Wyoming County Jail,2018,56,0,5,61,17,0,0,6,1,37
Wyoming County Jail,2017,47,0,8,55,15,0,0,5,1,34
Wyoming County Jail,2016,49,0,3,51,18,0,0,5,1,27
Wyoming County Jail,2015,52,0,1,53,19,0,0,3,1,30
Wyoming County Jail,2014,65,0,3,68,27,0,0,2,1,38
Wyoming County Jail,2013,57,0,5,62,22,0,0,3,1,36
Wyoming County Jail,2012,63,2,3,64,22,0,0,3,1,38
Wyoming County Jail,2011,66,4,4,67,27,0,0,3,1,37
Wyoming County Jail,2010,56,0,4,59,19,0,0,2,1,37
Wyoming County Jail,2009,54,0,3,57,21,0,0,3,1,33
Wyoming County Jail,2008,58,1,1,58,20,0,0,5,1,32
Wyoming County Jail,2007,56,0,1,57,19,0,0,5,0,32
Wyoming County Jail,2006,54,0,3,57,19,0,0,4,1,34
Wyoming County Jail,2005,53,0,7,60,20,0,0,2,1,38
Wyoming County Jail,2004,48,0,5,53,17,0,0,1,1,34
Wyoming County Jail,2003,46,0,6,52,14,0,0,1,0,36
Wyoming County Jail,2002,58,0,2,60,25,0,0,1,1,33
Wyoming County Jail,2001,53,0,2,54,21,0,1,1,1,31
Wyoming County Jail,2000,56,0,3,59,19,0,0,1,2,37
Wyoming County Jail,1999,42,0,7,49,14,0,0,1,3,30
Wyoming County Jail,1998,41,0,11,52,14,0,2,1,2,32
Wyoming County Jail,1997,42,0,16,57,15,0,4,1,1,37
Yates County Jail,2019,43,0,2,44,13,0,9,2,1,19
Yates County Jail,2018,42,0,4,45,11,0,9,4,2,20
Yates County Jail,2017,42,0,3,44,7,0,11,4,1,20
Yates County Jail,2016,46,0,0,46,10,0,6,4,2,24
Yates County Jail,2015,52,1,0,51,11,0,6,3,1,29
Yates County Jail,2014,47,1,0,47,11,0,8,2,1,23
Yates County Jail,2013,49,0,0,49,10,0,9,3,1,25
Yates County Jail,2012,49,0,0,49,11,0,9,3,1,24
Yates County Jail,2011,53,0,0,53,15,0,10,2,1,25
Yates County Jail,2010,48,1,0,48,13,0,11,3,1,20
Yates County Jail,2009,47,0,1,48,13,0,12,2,1,20
Yates County Jail,2008,43,1,0,43,13,0,8,2,1,18
Yates County Jail,2007,49,0,1,49,18,0,4,3,1,23
Yates County Jail,2006,59,1,0,58,22,1,5,4,1,26
Yates County Jail,2005,53,0,1,54,15,0,12,2,1,23
Yates County Jail,2004,57,1,0,56,19,0,11,0,1,25
Yates County Jail,2003,49,0,0,50,15,0,12,1,1,19
Yates County Jail,2002,45,0,2,48,15,0,13,0,2,17
Yates County Jail,2001,41,0,6,46,19,0,15,1,1,10
Yates County Jail,2000,45,0,4,49,30,0,5,1,5,9
Yates County Jail,1999,44,0,9,54,33,0,0,0,7,12
Yates County Jail,1998,50,0,5,55,24,0,9,3,3,16
Yates County Jail,1997,49,0,5,54,21,0,18,1,1,12
